player_id,league,appearances,matches_started,minutes_played,goals,assists,expected_goals,expected_assists,rating,total_shots,shots_on_target,yellow_cards,red_cards,tackles,interceptions,saves
331209,Premier League,31,27,2339,2,4,1.7613,3.45299363,6.8451612903226,19,6,9,0,36,17,0
1046795,Premier League,18,5,596,0,1,1.5342,1.24835958,6.6888888888889,14,9,2,0,6,5,0
893549,Premier League,26,17,1503,5,2,3.9949,2.25920791,6.85,41,15,2,0,10,10,0
136710,Premier League,2,0,21,0,0,,0.02804397,6.75,0,0,0,0,0,0,0
954056,Premier League,21,15,1375,1,0,0.571,0.99966107,6.9952380952381,12,2,6,0,36,21,0
1194333,Premier League,16,10,979,0,0,0.494,0.17552672,6.9125,3,0,2,0,21,22,0
964994,Premier League,16,15,1304,2,2,2.3419,0.65621188,7.01875,16,5,2,0,18,13,0
931278,Premier League,14,10,808,0,2,0.4196,1.71404273,6.9166666666667,7,1,2,0,30,13,0
318941,Premier League,25,23,2059,2,0,0.5644,0.62277125,7.2,10,4,3,0,13,22,0
877994,Premier League,29,29,2610,3,2,3.9089,2.07901754,7.3413793103448,28,8,5,0,40,42,0
1142703,Premier League,29,24,2198,5,3,4.4637,2.05642251,6.8793103448276,32,11,4,0,65,17,0
152077,Premier League,7,4,363,0,0,,0.06005487,6.5666666666667,0,0,0,0,0,2,0
149663,Premier League,14,4,503,0,0,0.2759,0.44223924,6.8090909090909,3,0,1,0,8,4,0
945122,Premier League,28,26,2357,1,4,0.3479,2.00793552,6.9535714285714,7,2,4,0,48,27,0
1136731,Premier League,10,3,333,0,1,0.1119,1.31145706,6.7333333333333,2,0,1,0,5,7,0
1168513,Premier League,2,2,135,0,0,0.259,0.0644063,7.1,2,1,0,0,3,4,0
824509,Premier League,28,28,2520,0,0,,0.01722016,7.0464285714286,0,0,6,0,0,1,67
980643,Premier League,3,3,270,0,0,,0.00099632,7.4,0,0,0,0,2,0,11
927083,Premier League,26,26,2196,9,3,8.1948,4.31965464,6.8807692307692,60,30,4,0,23,7,0
971037,Premier League,25,22,1919,2,2,4.6861,3.5401729,6.96,43,17,2,0,33,15,0
986397,Premier League,26,13,1332,9,1,7.1679,0.22880222,6.7230769230769,53,28,2,0,5,3,0
886363,Premier League,28,24,2075,7,2,5.9278,2.58521899,7.0607142857143,72,29,1,0,33,16,0
917007,Premier League,18,4,550,2,1,2.3854,0.32748187,6.5333333333333,21,7,1,0,8,1,0
288205,Premier League,28,28,2437,8,16,10.3486,9.0768133,7.55,73,21,3,0,46,15,0
122951,Premier League,29,28,2152,7,2,4.657,2.91479324,7.1241379310345,43,14,8,1,71,23,0
1142175,Premier League,22,10,1130,0,2,0.2363,0.84820915,6.7666666666667,8,2,0,0,26,7,0
836694,Premier League,18,10,820,3,0,1.4878,1.40211272,6.85,18,5,0,0,14,3,0
1397168,Premier League,22,14,1349,3,3,1.8222,1.4381283,6.9238095238095,21,8,5,0,47,14,0
843200,Premier League,29,25,2236,1,3,1.605,2.37226979,6.8586206896552,21,6,5,0,40,25,0
846425,Premier League,21,7,810,0,0,0.4906,0.18333629,6.6619047619048,11,1,1,0,43,18,0
1402726,Premier League,3,0,107,0,0,0.0348,0.03119804,6.5666666666667,1,0,0,0,5,1,0
1465865,Premier League,2,0,23,0,0,0.07,0.00033481,6.6,3,1,0,0,1,0,0
1545190,Premier League,1,0,15,0,0,,0.00757657,6.5,0,0,0,0,0,0,0
1402850,Premier League,1,0,1,0,0,,0.00537702,0,0,0,0,0,0,0,0
847030,Premier League,15,7,653,0,0,0.1733,0.29045344,6.88,4,0,3,0,16,8,0
859999,Premier League,14,9,911,0,0,0.065,0.50183514,7.0714285714286,4,0,0,0,12,10,0
803031,Premier League,13,13,1170,1,0,1.4559,0.76599626,6.9538461538462,11,3,0,0,19,15,0
149380,Premier League,18,14,1217,1,1,0.8107,0.21427547,6.8,10,2,3,1,12,9,0
1153315,Premier League,28,17,1624,0,0,1.1364,0.44335457,6.6185185185185,7,2,1,0,31,25,0
190839,Premier League,31,31,2626,0,1,0.5033,1.49265982,6.6225806451613,5,2,5,0,60,33,0
1445799,Premier League,14,8,668,0,1,0.3454,0.16843562,6.8,3,0,2,0,16,1,0
825839,Premier League,2,0,24,0,0,,0.0011053,6.5,0,0,0,0,1,0,0
1142182,Premier League,1,0,10,0,0,,,6.6,0,0,0,0,0,0,0
964753,Premier League,25,25,2250,0,0,,0.03511233,6.932,0,0,0,0,1,0,57
815890,Premier League,6,6,540,0,0,,0.04160964,6.6,0,0,0,0,0,0,13
555386,Premier League,31,28,2392,9,1,10.5909,1.16398938,6.7129032258065,63,27,3,0,20,6,0
610766,Premier League,9,1,214,1,0,1.2553,0.36209376,6.5444444444444,7,2,0,0,3,0,0
851100,Premier League,19,8,771,0,2,0.6009,1.88665095,6.7263157894737,10,3,0,0,6,2,0
955245,Premier League,5,1,117,0,0,0.291,0.09142751,6.52,5,0,0,0,0,0,0
948261,Premier League,32,32,2835,8,5,5.9802,3.50340079,6.81875,74,30,6,0,34,12,0
867887,Premier League,17,11,836,1,0,0.4908,1.39283125,6.8529411764706,10,4,2,0,21,12,0
331737,Premier League,19,16,1412,0,4,1.0135,2.7779533,7.1631578947368,18,4,0,0,43,12,0
808590,Premier League,9,2,336,0,1,0.3028,1.20996422,6.6,6,1,1,0,7,1,0
783126,Premier League,30,18,1487,5,2,2.9224,1.99184572,6.8333333333333,40,9,6,0,38,9,0
923973,Premier League,23,20,1669,2,0,1.4216,0.68819437,7.0608695652174,17,7,2,0,45,25,0
250223,Premier League,25,24,1825,4,2,2.6781,2.19054916,6.868,22,9,4,0,27,12,0
826204,Premier League,18,17,1418,1,3,0.4904,0.86047139,7.1222222222222,7,4,5,0,37,18,0
98435,Premier League,15,3,483,2,0,0.6976,1.18717043,7.02,12,5,0,0,10,2,0
1631879,Premier League,3,0,56,0,0,0.0455,0.04564256,6.6,1,0,0,0,0,1,0
1089388,Premier League,24,8,857,0,0,,0.19126478,6.5913043478261,0,0,5,0,20,3,0
833956,Premier League,29,29,2535,3,2,1.1614,2.71019716,6.9172413793103,28,10,8,0,51,20,0
143334,Premier League,13,7,703,0,1,0.2792,0.07813022,6.6923076923077,3,0,0,0,5,4,0
976263,Premier League,25,13,1277,0,0,1.2192,1.86834688,6.6375,18,5,2,0,36,13,0
96538,Premier League,27,19,1650,0,4,0.6278,2.78720893,6.762962962963,12,5,3,0,33,13,0
864169,Premier League,18,16,1479,0,0,0.5686,0.35382028,6.85,7,0,0,0,20,11,0
827679,Premier League,30,30,2676,0,0,1.2416,0.55244841,7.0066666666667,11,2,0,1,20,23,0
303638,Premier League,13,11,963,0,0,1.0745,0.3772562,6.7307692307692,7,0,0,0,4,8,0
1457536,Premier League,5,0,60,0,0,,0.01416046,6.45,0,0,0,0,1,0,0
158263,Premier League,27,27,2385,0,0,,0.08369305,6.937037037037,0,0,2,0,0,0,76
100390,Premier League,6,5,495,0,0,,0.00277412,6.5,0,0,2,0,0,0,17
823941,Premier League,11,6,540,2,1,2.047,0.08906282,6.5363636363636,15,4,0,0,6,0,0
1048422,Premier League,28,21,1810,11,4,9.9003,2.67287125,6.9214285714286,65,19,0,0,11,3,0
845386,Premier League,23,1,354,2,1,1.4286,0.60506798,6.6,16,4,3,0,8,4,0
1881902,Premier League,14,2,319,2,0,0.9277,1.75138035,7.0785714285714,8,6,0,0,2,1,0
159665,Premier League,23,20,1909,6,6,7.2495,4.6579903,6.8652173913043,62,16,1,0,14,4,0
1019322,Premier League,28,24,2083,4,3,6.0292,4.64724407,6.8964285714286,44,16,1,0,31,9,0
869856,Premier League,30,30,2693,5,3,3.8809,5.2138942,7.2066666666667,59,19,7,1,46,27,0
895324,Premier League,31,26,2206,2,2,3.3815,1.34719475,6.7322580645161,45,11,5,0,43,19,0
862967,Premier League,30,26,2249,6,4,6.812,4.32453978,6.98,73,16,2,0,26,10,0
904897,Premier League,30,29,2566,4,3,1.6512,2.04831037,7.1133333333333,31,9,5,0,52,41,0
143040,Premier League,8,1,206,0,1,0.0386,0.05474669,6.7,1,0,1,0,7,0,0
927353,Premier League,28,12,1413,0,1,2.0667,2.39681072,6.8035714285714,20,6,1,0,29,8,0
1445945,Premier League,5,0,29,0,0,0.3697,0.01412509,6.4,1,0,0,0,0,0,0
151545,Premier League,32,32,2880,3,0,2.7842,1.1231512,7.28125,23,10,4,0,22,21,0
970361,Premier League,16,10,837,0,1,0.4308,1.43245694,6.80625,8,1,1,0,9,6,0
826215,Premier League,30,30,2577,1,0,1.0617,0.91012272,7.0933333333333,10,3,6,0,47,24,0
1097425,Premier League,28,25,2044,2,1,1.5586,0.65863119,6.6142857142857,8,2,4,0,40,13,0
262911,Premier League,20,7,873,0,0,0.6767,1.03743664,6.6684210526316,7,2,0,0,11,7,0
1008402,Premier League,15,12,932,0,1,0.241,0.93808918,6.6333333333333,6,0,5,0,19,13,0
318927,Premier League,17,6,542,0,2,0.2293,0.63120563,6.5333333333333,3,1,2,0,8,9,0
243609,Premier League,25,25,2250,0,0,,0.03653137,6.808,0,0,1,0,0,0,56
930997,Premier League,7,7,630,0,0,,0.01027422,6.5857142857143,0,0,0,0,0,0,25
1135873,Premier League,21,14,1155,1,4,3.1113,3.60069277,6.8142857142857,28,7,2,0,13,4,0
975079,Premier League,32,28,2404,14,5,13.7226,1.9204388,7.09375,66,27,4,0,25,5,0
1414933,Premier League,9,1,258,0,1,1.4653,0.29707022,6.2888888888889,12,2,1,0,0,0,0
997087,Premier League,23,9,824,1,0,3.9219,0.19590058,6.5173913043478,31,11,2,0,4,1,0
982780,Premier League,21,19,1516,9,1,8.8718,2.09458833,7.0809523809524,49,20,4,0,20,13,0
1597265,Premier League,21,11,836,2,2,2.8314,2.1989491,6.765,26,7,4,0,11,4,0
974505,Premier League,30,29,2583,8,3,10.4153,5.9721652,7.1233333333333,60,27,8,0,48,17,0
987650,Premier League,27,26,2267,3,1,1.3135,2.04434429,7.1851851851852,23,7,9,1,77,52,0
879349,Premier League,30,26,2309,5,4,4.3972,5.8228467,6.9758620689655,41,12,2,1,15,6,0
1105779,Premier League,24,11,1095,0,0,1.754,0.83031243,6.7958333333333,9,1,4,0,29,19,0
1140599,Premier League,16,5,495,0,2,0.8183,0.9303351,6.6466666666667,10,2,0,0,8,2,0
1069488,Premier League,9,2,244,0,0,0.137,0.44058217,6.7222222222222,1,0,0,0,5,5,0
1110006,Premier League,1,0,8,0,0,,0.00132353,7.1,0,0,1,0,3,0,0
885908,Premier League,27,20,1896,2,4,1.0148,3.13504645,7.2,21,6,4,0,47,32,0
794939,Premier League,28,25,2170,1,3,2.2644,2.99538957,6.7214285714286,18,5,6,1,46,24,0
1154657,Premier League,2,1,98,0,0,0.4359,0.00197374,6.15,1,0,0,0,1,1,0
996958,Premier League,29,21,1832,2,3,1.4572,1.89421089,6.6724137931034,11,5,2,1,48,24,0
1153079,Premier League,17,7,747,0,0,0.3071,0.5191154,6.5,4,0,4,0,24,11,0
923894,Premier League,20,15,1367,0,1,0.5968,0.59340983,6.945,6,0,4,1,19,28,0
826134,Premier League,29,29,2552,3,0,1.2914,1.03034358,6.9965517241379,14,5,3,1,35,34,0
1403050,Premier League,13,7,598,1,0,0.6039,0.13431395,6.5846153846154,3,2,1,0,10,10,0
904827,Premier League,8,6,471,0,0,,0.06794814,6.6625,0,0,2,0,7,10,0
352668,Premier League,15,7,751,0,0,0.1073,0.3998622,6.9571428571429,2,0,2,0,15,9,0
920546,Premier League,30,30,2615,0,1,,0.06380603,6.96,0,0,3,1,2,1,85
962053,Premier League,3,2,264,0,0,,0.00168234,6.9333333333333,0,0,0,0,0,1,6
1016907,Premier League,32,31,2744,21,1,18.9228,1.76681808,7.015625,74,39,6,0,29,9,0
991604,Premier League,6,1,128,1,0,0.6992,0.03116271,6.66,2,1,0,0,3,0,0
1106451,Premier League,26,20,1808,5,3,5.4146,3.65172738,6.8461538461538,38,13,4,0,18,23,0
42694,Premier League,29,21,1831,1,3,0.3319,2.39206751,6.8206896551724,6,1,4,0,26,17,0
826139,Premier League,8,0,123,0,0,0.7111,0.09427809,6.5875,5,1,0,0,3,0,0
907072,Premier League,27,19,1633,3,4,1.8655,4.14570068,6.9592592592593,21,9,0,0,46,19,0
1006387,Premier League,29,27,2307,7,3,10.8987,1.88669932,6.8172413793103,49,21,6,1,36,18,0
1031258,Premier League,32,25,2237,1,2,1.176,1.25770293,6.684375,15,4,7,0,57,25,0
1126692,Premier League,1,1,45,0,0,,0.0116086,6.7,0,0,0,0,3,0,0
814873,Premier League,22,13,1267,1,4,0.9081,1.87983045,6.9863636363636,12,3,7,0,24,29,0
799251,Premier League,30,20,1771,2,1,2.1246,4.19096233,6.9233333333333,24,7,3,0,31,14,0
1586020,Premier League,4,0,38,0,0,0.0958,0.01732758,6.6,3,1,0,0,0,0,0
1137431,Premier League,31,31,2724,1,1,0.7197,2.59376713,6.8903225806452,8,2,6,0,59,34,0
924378,Premier League,27,26,2393,0,1,2.6323,0.92651902,6.7888888888889,20,6,1,0,15,26,0
958916,Premier League,29,26,2432,1,2,1.8933,1.21852806,6.7896551724138,17,6,5,0,25,29,0
855864,Premier League,4,4,321,0,0,0.0106,0.06031063,6.725,1,1,1,0,5,5,0
576384,Premier League,24,18,1638,0,1,0.7805,0.71224566,6.6375,10,3,3,0,35,15,0
972421,Premier League,30,16,1452,3,2,2.241,1.82577684,6.6933333333333,22,7,1,0,19,8,0
966869,Premier League,18,7,617,0,0,0.4147,0.13420014,6.5588235294118,5,1,1,0,12,7,0
599128,Premier League,25,14,1334,0,1,0.1792,0.54618954,6.4333333333333,5,0,2,0,15,8,0
827362,Premier League,31,31,2790,0,0,,0.24693526,7.0032258064516,0,0,1,0,1,1,86
1005959,Premier League,1,1,90,0,0,,0.00111148,6.2,0,0,0,0,0,0,1
1403061,Premier League,10,1,280,0,0,0.5269,0.16462457,6.4666666666667,7,4,2,0,3,1,0
1395746,Premier League,32,19,1678,6,0,6.1423,0.41125784,6.48125,32,10,3,0,3,5,0
987489,Premier League,32,13,1315,7,1,7.7389,0.21385796,6.5903225806452,34,14,2,0,14,1,0
914309,Premier League,26,26,2246,6,3,5.1469,4.25029895,6.9384615384615,32,17,2,0,60,12,0
189061,Premier League,20,18,1631,2,6,2.1457,3.56887946,7.23,26,8,3,1,21,12,0
106337,Premier League,23,23,1925,2,3,1.61,1.62782336,6.8260869565217,28,7,1,1,43,27,0
861970,Premier League,25,24,2103,7,3,3.6843,4.1103466,7.212,32,13,6,0,42,9,0
1017392,Premier League,16,6,696,0,1,1.1118,0.44115557,6.48,18,5,3,0,13,3,0
927361,Premier League,32,32,2874,2,6,1.9142,4.7984746,7.25,41,12,8,0,95,53,0
1174472,Premier League,14,4,371,0,0,0.1993,0.15515412,6.5615384615385,4,0,2,0,7,6,0
935543,Premier League,19,12,1034,0,1,1.2567,0.8590673,6.6315789473684,20,5,1,0,18,7,0
1085950,Premier League,24,13,1144,0,2,0.4691,0.60956299,6.7727272727273,9,1,8,0,53,19,0
1064082,Premier League,12,2,375,0,0,0.6411,0.17880975,6.5090909090909,7,0,0,0,18,2,0
1627560,Premier League,11,6,508,0,0,0.7874,0.20377204,6.64,5,2,0,0,13,4,0
876643,Premier League,27,27,2420,0,1,0.2937,2.3141288,6.7481481481481,9,2,5,0,39,26,0
979563,Premier League,9,6,602,1,0,0.3516,0.09989201,7.0111111111111,6,2,1,0,9,10,0
145188,Premier League,31,31,2790,1,1,2.297,1.27914756,7.1677419354839,15,7,5,0,40,27,0
998253,Premier League,31,29,2646,0,1,0.9704,0.84003126,6.758064516129,10,4,2,1,50,12,0
110846,Premier League,27,24,2153,3,0,1.945,0.22328213,6.9730769230769,21,6,0,1,30,33,0
76632,Premier League,3,1,12,0,0,,0.00033369,6.7,0,0,0,0,0,0,0
1020141,Premier League,6,3,265,0,0,0.029,0.04110705,6.8833333333333,1,1,0,0,10,2,0
138530,Premier League,32,32,2880,0,0,,0.17929835,7.046875,0,0,3,0,2,0,88
33902,Premier League,31,21,1901,12,0,11.4165,1.31720597,6.6967741935484,47,23,5,0,20,9,0
1416535,Premier League,16,2,319,2,1,1.7236,0.24313162,6.68,15,6,2,0,11,1,0
1155321,Premier League,9,1,164,1,1,0.4624,0.11832743,6.6222222222222,4,1,0,0,3,0,0
1899611,Premier League,1,0,1,0,0,,,0,0,0,0,0,0,0,0
1199043,Premier League,26,19,1318,0,0,0.5347,0.30979455,6.552,15,1,5,0,28,25,0
936849,Premier League,21,16,1436,2,1,3.2703,2.558121,6.7714285714286,23,11,3,0,14,9,0
1065588,Premier League,29,24,2032,5,1,5.3698,1.68692749,6.7862068965517,36,14,9,0,77,16,0
1400106,Premier League,28,21,1917,2,4,3.2435,4.15551443,6.8285714285714,37,10,2,0,41,15,0
891829,Premier League,4,2,187,1,0,1.2045,0.17109877,6.8,4,2,0,0,4,0,0
48480,Premier League,13,12,1096,1,2,0.7924,2.45966149,7.1384615384615,11,4,2,0,21,9,0
946695,Premier League,26,19,1641,2,2,2.3917,2.22674416,6.6269230769231,36,12,2,0,28,10,0
791,Premier League,19,6,743,1,1,1.0195,0.62365316,6.7111111111111,8,2,2,0,14,6,0
1036269,Premier League,25,19,1829,3,3,2.6179,1.12865421,6.836,40,10,1,0,47,23,0
1142315,Premier League,21,14,1254,1,3,2.6406,1.89188269,6.595,25,8,0,0,16,5,0
301288,Premier League,1,0,11,0,0,,,6.7,0,0,0,0,0,0,0
1627806,Premier League,3,1,93,0,0,,0.03117956,6.4333333333333,0,0,0,0,1,0,0
825844,Premier League,31,28,2594,0,0,1.5692,2.45153724,6.8322580645161,22,9,6,0,54,21,0
997152,Premier League,24,14,1183,2,0,1.7056,2.19376041,6.7739130434783,11,6,2,0,19,10,0
962012,Premier League,30,30,2671,3,2,2.1632,1.3141076,7.31,19,9,8,0,45,34,0
959628,Premier League,22,19,1671,2,3,1.9257,1.79585342,6.8090909090909,18,6,7,0,64,24,0
115365,Premier League,29,28,2565,0,0,1.1728,0.5215836,6.951724137931,19,2,10,0,33,29,0
842513,Premier League,4,1,122,0,0,,0.00160173,6.3666666666667,0,0,0,0,0,1,0
219572,Premier League,20,8,868,1,0,0.952,0.13175198,6.8111111111111,3,1,4,0,29,17,0
788784,Premier League,9,6,549,0,1,0.0382,0.32603604,6.9777777777778,1,0,2,0,12,13,0
994363,Premier League,32,32,2880,0,0,,0.10152732,7.13125,0,0,3,0,1,0,91
218160,Premier League,12,9,638,1,0,0.5182,0.24192858,6.7454545454545,13,6,1,0,11,2,0
877980,Premier League,27,11,1074,4,0,3.7419,0.18955727,6.575,38,14,1,0,9,0,0
910048,Premier League,25,16,1470,6,1,4.4897,0.47609737,6.608,26,13,5,0,7,0,0
1168588,Premier League,19,8,769,2,0,2.145,0.21361966,6.5176470588235,13,6,0,0,5,1,0
1094440,Premier League,14,2,412,0,0,0.8612,0.4741025,6.5,7,2,1,0,5,1,0
1171539,Premier League,27,27,2385,0,0,0.8102,1.03789312,6.7962962962963,13,4,7,0,41,31,0
117777,Premier League,28,26,2363,1,5,0.8412,2.44477713,7.2642857142857,16,5,5,0,43,23,0
1142675,Premier League,24,14,1335,4,1,1.9934,0.97743255,6.6416666666667,22,9,0,0,9,2,0
1128532,Premier League,15,13,1192,2,1,2.3259,0.53431225,6.74,20,7,4,0,13,3,0
1116571,Premier League,5,3,264,0,0,0.4981,0.07700177,6.48,3,2,0,0,7,2,0
984014,Premier League,30,27,2405,4,4,4.5432,3.8425818,6.84,24,6,5,0,70,25,0
1394089,Premier League,14,9,651,0,0,0.6324,1.0609736,6.6083333333333,9,1,1,0,12,3,0
2138729,Premier League,1,1,39,0,0,,0.0411772,6.7,0,0,0,0,1,0,0
831424,Premier League,19,18,1519,0,1,0.1459,0.57146199,6.7055555555556,4,0,7,1,31,25,0
780014,Premier League,26,26,2247,2,4,1.2643,1.90367093,7.0269230769231,20,3,4,0,61,32,0
805137,Premier League,28,27,2446,1,1,1.3983,0.8717554,6.9035714285714,19,8,6,0,28,30,0
958878,Premier League,26,22,2007,2,0,2.3805,0.60034332,6.9730769230769,25,9,3,0,31,19,0
856739,Premier League,25,14,1432,0,0,0.8655,0.73477277,6.804,8,2,1,0,34,16,0
989034,Premier League,32,29,2591,0,1,1.8893,1.60301237,6.725,28,5,9,0,59,22,0
1014987,Premier League,7,3,311,0,0,0.075,0.02549436,6.65,1,0,1,0,8,5,0
365812,Premier League,9,3,344,0,0,0.0209,0.12071728,6.5888888888889,1,0,1,1,3,4,0
1012928,Premier League,29,29,2610,0,0,,0.13751541,7.0862068965517,0,0,3,0,0,0,92
1099795,Premier League,3,3,270,0,0,,0.01864659,7,0,0,0,0,0,0,10
991478,Premier League,27,10,1050,3,1,2.5398,1.58659656,6.7846153846154,19,9,2,0,34,6,0
1426228,Premier League,27,15,1253,10,0,6.5718,0.98776723,6.7653846153846,36,17,4,0,8,8,0
998490,Premier League,30,26,2295,6,1,8.2071,1.17918595,6.6366666666667,59,22,1,0,7,4,0
336655,Premier League,18,0,202,1,0,1.8547,0.06173939,6.4285714285714,12,2,1,0,1,0,0
1464966,Premier League,9,8,696,2,1,1.2942,1.2662634,6.9222222222222,15,4,1,0,7,3,0
851596,Premier League,18,10,920,2,0,2.2492,1.52075206,6.5777777777778,16,4,4,0,10,4,0
1154861,Premier League,5,0,67,0,1,0.0863,0.0870215,6.44,1,0,0,0,2,1,0
1476524,Premier League,5,1,108,0,0,0.0565,0.24892578,6.46,1,0,1,0,1,2,0
800419,Premier League,19,18,1440,2,1,0.5822,0.37669207,6.8444444444444,9,6,7,0,41,28,0
1104986,Premier League,32,29,2410,3,1,3.7042,1.78562875,7.0129032258064,41,11,3,0,50,32,0
895576,Premier League,28,25,2216,5,4,7.1942,3.26252392,6.7214285714286,59,19,4,0,35,15,0
855731,Premier League,26,12,1085,1,2,4.9385,3.07308529,6.6884615384615,43,12,7,0,16,3,0
322391,Premier League,22,6,786,2,0,1.6382,0.59335438,6.75,21,6,2,0,22,10,0
548188,Premier League,16,8,892,0,1,0.077,0.53525895,6.88,3,0,1,1,25,24,0
830659,Premier League,31,31,2750,0,4,1.3903,4.13133049,7.1741935483871,16,5,8,0,54,48,0
1201520,Premier League,3,0,34,0,0,,0.00502714,6.3,0,0,0,0,1,0,0
1184308,Premier League,28,23,2060,1,0,1.1061,1.41686535,6.7964285714286,20,4,9,0,57,24,0
1406130,Premier League,7,4,375,0,0,0.1513,0.19614632,6.8,1,0,0,0,5,4,0
962408,Premier League,18,15,1286,0,0,0.0185,0.18310612,6.6294117647059,1,0,1,0,20,12,0
999028,Premier League,32,32,2840,0,3,0.4428,2.4435691,6.703125,12,2,4,0,85,42,0
1156586,Premier League,23,16,1580,0,3,0.6713,1.06139592,6.9863636363636,8,1,3,0,30,31,0
44566,Premier League,19,11,827,0,1,,0.22420607,6.44375,0,0,3,0,12,6,0
882604,Premier League,32,32,2880,0,0,,0.02031554,6.878125,0,0,2,0,0,0,96
822470,Premier League,18,7,815,3,4,2.0057,3.05397313,6.9611111111111,23,6,0,0,6,6,0
192442,Premier League,31,25,2003,9,3,11.1094,0.90489164,6.7258064516129,67,18,5,0,32,8,0
1015256,Premier League,15,6,660,1,1,2.2063,0.12179767,6.5733333333333,24,4,1,0,4,2,0
1503757,Premier League,5,0,54,0,0,,0.01080785,6.45,0,0,1,0,0,0,0
1065216,Premier League,17,9,822,0,1,1.1441,1.57466708,6.7647058823529,8,2,1,0,15,7,0
352770,Premier League,26,26,2234,4,3,1.3918,4.3440559,7.0653846153846,30,12,3,0,23,13,0
867445,Premier League,31,16,1526,3,0,4.4845,0.99900173,6.6709677419355,30,9,1,0,24,21,0
1112879,Premier League,23,8,904,1,1,1.114,1.40882206,6.7782608695652,22,9,1,0,19,9,0
355528,Premier League,30,28,2356,10,6,5.1157,4.38333627,7.2033333333333,68,24,6,0,24,14,0
793167,Premier League,32,31,2686,0,1,1.3169,1.32094182,6.85625,11,3,5,0,54,22,0
371222,Premier League,21,15,1284,1,2,1.8434,1.44813734,6.6428571428571,13,3,6,0,38,13,0
1546231,Premier League,26,15,1192,1,2,2.3101,0.51836747,6.5807692307692,24,10,3,0,24,3,0
82566,Premier League,20,4,592,1,0,0.9395,0.36510169,6.73,12,1,3,0,4,2,0
365802,Premier League,6,0,62,1,0,0.1259,0.37053992,6.8666666666667,2,1,0,0,0,0,0
861972,Premier League,24,22,2004,1,0,1.6432,0.29657696,6.7625,10,2,5,0,50,17,0
825719,Premier League,10,6,606,0,0,0.0194,0.03717088,6.5333333333333,1,0,2,0,6,4,0
